,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
GP4GH,,4.548061787584668e-07,3.1320363071992344e-07,3.770036177985858e-07,,2.9887852686486414e-07,,1.0826607829632523e-07,1.0088064249277727e-07,8.1831576610307e-08,1.1044005893768767e-07,8.298501325057332e-08,9.135983227351646e-08,8.954469008667977e-08,7.787798815693603e-08,7.891689135462953e-08,7.786158737851807e-08,7.673702589618451e-08,7.039098749401971e-08,1.1320954499097489e-07,7.55511843184951e-08,1.0129429162975917e-07,1.0278545291527205e-07,5.264833167932729e-08,1.0121283600434153e-07,4.78285528618514e-07,4.5946608751348256e-07,4.0698299373661666e-07,3.5580820335207914e-07,3.525877642325016e-07
TDP,,,,,,,,,,,,,,9.295214289528791e-08,,9.522266910105942e-08,5.8324714168486006e-08,,,8.70939768617839e-08,5.102275016400634e-08,8.226506839898055e-08,9.69978676801097e-08,,5.283532930556967e-08,,,,,
CPPPGO2,1.8002303116560275e-07,,,2.0116483921658771e-07,,1.981108030414393e-07,1.9669884839200932e-07,1.09934562379659e-07,1.047755545890212e-07,1.5881336863018681e-07,1.1925688614685725e-07,1.132185627976493e-07,1.5315200788041128e-07,1.390716204443566e-07,1.440537992805233e-07,1.3937694829898912e-07,1.4379138682583604e-07,1.5490357910042018e-07,1.0299568884987314e-07,1.06536368051886e-07,1.308123036194903e-07,1.3692536045387072e-07,1.3301141734816744e-07,1.5884598360078605e-07,1.3932384215412441e-07,,,,,
TMPK,2.555134227865519e-07,2.542913428082574e-07,2.4976703706714763e-07,2.568730125031354e-07,,,1.8613157893825664e-07,1.0601494897754154e-07,1.24104963066654e-07,1.5307559531193492e-07,1.7023258688473607e-07,1.1254763798107065e-07,1.6436316156544074e-07,1.2258905802132176e-07,1.1817248440843361e-07,1.5045873129037906e-07,1.5599001985453903e-07,1.3340348838733122e-07,1.1223649347970192e-07,2.1076417759511429e-07,1.447538327381813e-07,1.817521153643641e-07,1.82162957238478e-07,8.884087224932662e-08,1.9715733620064927e-07,9.670374843756553e-07,8.857717159675647e-07,8.386224744824992e-07,8.066696800929403e-07,6.962186821636781e-07
DURIK1,,3.611509716258276e-07,,,,,,,,,8.965597494584866e-08,6.419911838637078e-08,1.0883071449722486e-07,8.930696082096291e-08,8.012090542166117e-08,1.234936995400992e-07,9.709349476283259e-08,7.4792868757235e-08,8.649692430835693e-08,1.2098289434434592e-07,9.151270213226166e-08,1.6268745596369576e-07,1.331659819390175e-07,1.0264469702285383e-07,,,,,,
3NTD9pp,3.769372830708215e-07,1.425273389477232e-06,9.858104961260985e-07,1.430229437983602e-06,5.481687082874198e-07,7.465200962073157e-07,7.930202112665356e-07,5.455678113758072e-07,5.400622213450263e-07,4.300597715680241e-07,5.741876677534891e-07,5.895542161679815e-07,4.4480302564715586e-07,5.085425209126258e-07,5.577062537810131e-07,4.77419344194057e-07,3.7649937221245224e-07,5.055761579474153e-07,4.622834105606455e-07,2.0906882994031864e-07,3.638684993138311e-07,2.374754925159458e-07,1.9985201596909287e-07,3.105860574043622e-07,3.002444839828489e-07,1.4765210169650771e-06,1.408891795453948e-06,1.259996805534728e-06,7.894101391864542e-07,5.266424347734211e-07
AMANAPEr_reverse,,,,,,,,9.253465693917815e-08,9.838886643120506e-08,1.1118074251200031e-07,5.806416727825339e-08,9.332144870598835e-08,9.550614763997262e-08,1.0460087691541352e-07,8.737625518233743e-08,9.022914470285943e-08,9.802745260409266e-08,1.223675375691765e-07,5.2994331004665915e-08,,,,,,,,,,,
GALCTD,,,,,,,,9.571272185981396e-08,5.7165697412573784e-08,,,,,,,,,,,,,,,,,,,,,
ACOAD5f_reverse,1.6775938906517176e-06,1.2812911425931043e-06,6.97507135919574e-07,1.4683692930707864e-06,9.973333055068272e-07,1.0221821339459745e-06,6.215349452553279e-07,9.187785685558012e-07,1.0730845705160962e-06,2.5371431779873423e-07,6.803396419939131e-07,1.1085355281920952e-06,8.115909136225447e-07,3.700256020882754e-07,2.7521570019597406e-07,4.1876463837827746e-07,2.2531256411296503e-07,5.506348586971869e-07,7.781356092947734e-07,2.5679106286147846e-07,2.1566986442601197e-07,1.5315512626336158e-07,8.81018167845189e-08,3.349127486000734e-07,2.4759489728589584e-07,1.4037089012458776e-06,1.4891511766371704e-06,1.079098701864706e-06,6.477611372862841e-07,2.8415343294147804e-07
PYNP2r_reverse,2.2526418154396028e-05,2.193264496392304e-05,1.727326681601774e-05,1.5552616586220137e-05,1.3863866326625007e-05,1.172773037004825e-05,9.561907250122846e-06,1.6413513540738512e-05,1.3280658376167249e-05,7.4417781490640305e-06,6.7932012797915545e-06,9.824247257158764e-06,5.296032259889827e-06,7.373668445511645e-06,5.1374312502956075e-06,5.811079577363724e-06,6.212516016785019e-06,4.77774710860437e-06,7.444478257768409e-06,5.712077139339913e-06,4.566653371165337e-06,3.058336360417065e-06,6.80616588886407e-06,4.155682247552458e-06,7.388418828475084e-06,3.551953135321345e-05,3.219986245326389e-05,1.9033348709677177e-05,1.690378302249526e-05,1.308248041031024e-05
METTRS,4.802573801615137e-06,4.856498101218e-06,4.787542561535877e-06,4.869340830855158e-06,4.963410677798959e-06,4.7840439855717625e-06,5.170512772240489e-06,2.224115766958266e-06,2.355163834196485e-06,2.34249149505982e-06,2.3931013088034917e-06,2.486216739834824e-06,2.8525039501658418e-06,2.523694263305782e-06,2.525485832823775e-06,2.558393813691614e-06,2.7960791730915756e-06,2.819027851476823e-06,2.8164438612973933e-06,2.368238353229236e-06,3.014887234240295e-06,3.6894013918981093e-06,2.78477305950162e-06,3.264655558291798e-06,3.7758770621079113e-06,4.918264687291129e-06,5.472280854580959e-06,5.428402371576715e-06,5.587965066079535e-06,6.109827161534834e-06
PA181abcpp,2.7946774067961086e-07,2.9335554296290393e-07,2.84607669414263e-07,3.087638300289294e-07,2.8595354510068743e-07,2.8327742275840593e-07,3.422109212519997e-07,3.361863008545872e-07,3.321319762070356e-07,1.5482880382584518e-07,1.7869936636351688e-07,3.1843769106864765e-07,2.3577639904207358e-07,1.8053556653980368e-07,1.9441216778070082e-07,3.031453426968781e-07,2.2355901061508902e-07,2.4625990426694085e-07,2.8349067644748044e-07,1.6046285196506343e-07,2.530937621249562e-07,2.6853529542428365e-07,1.4055073461296348e-07,2.9039031377018696e-07,1.1380956200688387e-07,3.46599760244537e-07,3.459959279096163e-07,3.1449600777124805e-07,3.074512971971721e-07,2.499362672959662e-07
PLIPA1G160pp,,,,2.4847507465037883e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
GLCATr_reverse,,,,,,,,1.7937528089555058e-07,2.3151744572083416e-07,2.847483853891206e-07,1.5150503330893168e-07,1.6678771612135187e-07,1.2944152486252136e-07,1.5002697743947473e-07,3.209517087679788e-07,2.256112734832886e-07,1.3590039608539384e-07,1.9529249064389132e-07,1.0903775341553039e-07,,8.390167329903059e-08,1.202349244358135e-07,,1.4851011480484447e-07,,,,,,
GUI2,5.433477375081244e-07,,,2.820383899623809e-07,,2.5489438430497553e-07,2.2275980085965247e-07,5.681585561866599e-07,5.525936776546805e-07,4.310388360628052e-07,3.662593159025017e-07,4.2423414808289556e-07,3.620176125295147e-07,4.5671754098635287e-07,3.4464861726051e-07,4.74980199584167e-07,4.354911991246955e-07,4.427913185778099e-07,4.016008797526201e-07,2.2093626352388748e-07,2.8813695886184714e-07,2.5322687003192544e-07,2.4725182382976977e-07,5.494840248210839e-07,3.7980986323751327e-07,6.238594406956693e-07,9.134473646514345e-07,8.057136122293159e-07,,
GUI1,5.433477375081244e-07,,,2.820383899623809e-07,,2.5489438430497553e-07,2.2275980085965247e-07,5.681585561866599e-07,5.525936776546805e-07,4.310388360628052e-07,3.662593159025017e-07,4.2423414808289556e-07,3.620176125295147e-07,4.5671754098635287e-07,3.4464861726051e-07,4.74980199584167e-07,4.354911991246955e-07,4.427913185778099e-07,4.016008797526201e-07,2.2093626352388748e-07,2.8813695886184714e-07,2.5322687003192544e-07,2.4725182382976977e-07,5.494840248210839e-07,3.7980986323751327e-07,6.238594406956693e-07,9.134473646514345e-07,8.057136122293159e-07,,
MALTHXtexi,7.807628472644959e-05,6.820208889987852e-05,7.649745783480934e-05,7.570782290957769e-05,3.585696249466542e-05,6.542615186025744e-05,4.4713759968485674e-05,6.334624935308571e-06,7.684080957874905e-06,2.63907973015327e-06,2.257632837143001e-06,1.2142040901631825e-05,2.428150712928003e-06,4.128584725388086e-06,2.962913210330351e-06,6.361346760182291e-06,3.1840528844966517e-06,3.7995311018870386e-06,5.5730843776523505e-06,9.53975732476123e-07,8.687574594026236e-07,1.5995355545670406e-06,8.546734920269723e-07,2.027496262856523e-06,8.360105956915164e-07,1.4280131527264398e-06,1.8351471045467867e-06,1.6607905178384068e-06,8.653923746639877e-07,1.9488688609568696e-07
AGPAT140,,5.370063359266944e-08,,,,5.3446051608964835e-08,,1.0037388374341306e-07,1.243710750732297e-07,6.796529109119822e-08,5.368857064839254e-08,1.4733089644057067e-07,9.178251490796101e-08,5.182497992627306e-08,5.732116383502004e-08,1.1137479994292933e-07,7.645112043457428e-08,6.989435518164646e-08,1.5842181054659921e-07,6.325089601455292e-08,1.1762827026145259e-07,7.576253122421727e-08,7.233622851781551e-08,1.133205615028724e-07,7.728581087618805e-08,,,,,
AGPAT141,,5.370063359266944e-08,,,,5.3446051608964835e-08,,1.0037388374341306e-07,1.243710750732297e-07,6.796529109119822e-08,5.368857064839254e-08,1.4733089644057067e-07,9.178251490796101e-08,5.182497992627306e-08,5.732116383502004e-08,1.1137479994292933e-07,7.645112043457428e-08,6.989435518164646e-08,1.5842181054659921e-07,6.325089601455292e-08,1.1762827026145259e-07,7.576253122421727e-08,7.233622851781551e-08,1.133205615028724e-07,7.728581087618805e-08,,,,,
MTHFC_reverse,1.5137553978940571e-06,1.5794580055824947e-06,1.7035908874245746e-06,1.69856640985686e-06,1.7864307322044467e-06,1.8075047915108453e-06,1.8322530619986348e-06,1.8637761727068477e-06,2.0060974575709978e-06,2.5622800896673032e-06,2.683444023177908e-06,2.258542596608959e-06,2.767504485153491e-06,2.7417118107402757e-06,2.7013305463782285e-06,3.5818166391026977e-06,3.0293399090373052e-06,2.500624469063569e-06,2.6132209837701463e-06,4.501021774188729e-06,3.6783994137325633e-06,3.296981246539371e-06,4.77802084926022e-06,3.007992816382051e-06,3.823173884538371e-06,1.8196487412838194e-06,2.0787431323260847e-06,2.3288303577057813e-06,2.53056067693057e-06,2.5216038306292454e-06
PLIPA1E160pp,,,,2.4847507465037883e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
RBFK,,3.5887665369589662e-06,,,,,3.2604118533765327e-06,2.3313754580297233e-07,3.0791578360864963e-07,2.6063607608741914e-07,2.1810161401541368e-07,2.380525114823167e-07,2.837408141792822e-07,2.585900087835024e-07,2.26105563912687e-07,2.808473356726082e-07,2.940061163558485e-07,2.1467688094106461e-07,3.375138419757103e-07,1.9042000573756775e-07,2.6961438395253837e-07,2.834362048629101e-07,2.5870677739609995e-07,2.887753342708212e-07,3.0117319702593185e-07,,,,,
OPHHX,,,,,,,,,,,,,,,,,,,,,,,,,,5.337877840699839e-07,5.314730934527875e-07,5.631742910361293e-07,4.940354886876981e-07,4.7607147672380443e-07
DGK1_reverse,8.416210140168305e-07,6.690034548109542e-07,6.784410270187123e-07,6.028747823964948e-07,6.723310345213428e-07,7.213859746570459e-07,7.856532588503006e-07,3.5935969090088963e-07,3.858866015353213e-07,6.357543912390073e-07,4.251767245235781e-07,4.256179305170891e-07,4.665007342153098e-07,5.522252734880971e-07,5.39957951947101e-07,5.171946866120267e-07,5.575537708681543e-07,5.222920972695597e-07,5.042785652043008e-07,9.358860122871878e-07,7.787958200183662e-07,7.746523918741824e-07,9.227677812181256e-07,6.260170533068223e-07,8.698832932265028e-07,8.04103392669527e-07,7.085972450295544e-07,7.378831132732129e-07,7.997759276025946e-07,1.0696386619509472e-06
4PCP,,,,,,,,1.659479566058644e-07,1.5069197172362343e-07,2.0232481629359716e-07,1.840813502182456e-07,1.6248960401514483e-07,1.5969352484205326e-07,1.6125968524459585e-07,1.5784286455148595e-07,1.8032384836422888e-07,1.578388751729518e-07,1.9271934148939932e-07,1.189519770062374e-07,2.601456869443716e-07,2.330020888542941e-07,1.8986699826910955e-07,1.8456729531836734e-07,1.4738812904739026e-07,1.8989648877291036e-07,4.020516963347635e-07,4.0964991988251684e-07,3.5354383209612623e-07,2.659881435326107e-07,3.094137522856647e-07
CPH4S,,,,,,,,1.458466959828432e-07,1.9544717282953172e-07,3.571763890611814e-07,1.668633774797432e-07,1.901442862984966e-07,3.5561698977935426e-07,3.5453357827239393e-07,3.91476829022294e-07,3.932592522213175e-07,4.022689844855873e-07,2.8142627604499867e-07,2.385586668911064e-07,3.590349549363288e-07,2.951528124545648e-07,5.009611337309446e-07,3.5640877265674863e-07,4.489303012553036e-07,4.713809692854852e-07,,,,,
UDPGPpp,1.2846663865274104e-06,1.3665306566456138e-06,1.1683849172757276e-06,1.1925344682073032e-06,1.2832440140372043e-06,9.78395248214967e-07,1.0011758659387434e-06,7.399859328957003e-07,7.702007230317864e-07,7.601866578431608e-07,6.56098836664484e-07,6.999632812962078e-07,6.346076562572594e-07,7.428247122765807e-07,7.095810080454914e-07,8.497057939429347e-07,7.329853621121887e-07,6.313745610559146e-07,6.480348072695523e-07,7.444019053620354e-07,6.099283722327207e-07,6.43963797320902e-07,7.180899152458261e-07,5.027006186920852e-07,7.728412230701879e-07,3.1263419140524227e-06,2.552097363542745e-06,2.624808840539458e-06,2.288725826794791e-06,2.035116246128057e-06
GLUDy_reverse,2.0401773479335004e-05,1.986730962177157e-05,2.374302736746116e-05,2.4266548866537595e-05,2.4726251120272204e-05,2.6254258357902376e-05,2.6594386017629228e-05,6.776746733517684e-06,9.754142065026452e-06,5.477182780047968e-06,7.985332581597142e-06,1.2289497596475506e-05,7.6000350447581145e-06,6.141894065971937e-06,6.865199178384385e-06,9.71142545548237e-06,7.913062642078533e-06,8.07389399441634e-06,1.5063820972378193e-05,8.957693975152542e-06,9.771009959120683e-06,1.1238421817759588e-05,1.0195526932397306e-05,1.051270055123002e-05,4.23609658918471e-06,9.8815652028951e-06,2.313201164103581e-05,2.285238695060624e-05,2.8349173334112735e-05,2.2261335733441267e-05
2DGULRGy,1.8599432032638847e-06,1.855752245835226e-06,1.9407936356350867e-06,2.1579958320480124e-06,2.1590296476894595e-06,2.242335523963427e-06,2.2616802822814637e-06,1.0376646804619174e-06,1.5383693180133586e-06,2.390784420488441e-06,1.8642448221353614e-06,1.6544586648819457e-06,2.8079411238486864e-06,1.8922259012454019e-06,2.215085587014199e-06,2.3259068412292653e-06,2.202444132968211e-06,2.9072963976579536e-06,2.325147317172245e-06,4.11927998204615e-06,3.5847404736117847e-06,3.1674797636773974e-06,3.13893205866933e-06,2.849979822207253e-06,2.8053550463946103e-06,3.3897637701616196e-06,4.971301294041672e-06,7.140568957244632e-06,6.612265983550179e-06,8.220825004417939e-06
2DGULRGx,1.8599432032638847e-06,1.855752245835226e-06,1.9407936356350867e-06,2.1579958320480124e-06,2.1590296476894595e-06,2.242335523963427e-06,2.2616802822814637e-06,1.0376646804619174e-06,1.5383693180133586e-06,2.390784420488441e-06,1.8642448221353614e-06,1.6544586648819457e-06,2.8079411238486864e-06,1.8922259012454019e-06,2.215085587014199e-06,2.3259068412292653e-06,2.202444132968211e-06,2.9072963976579536e-06,2.325147317172245e-06,4.11927998204615e-06,3.5847404736117847e-06,3.1674797636773974e-06,3.13893205866933e-06,2.849979822207253e-06,2.8053550463946103e-06,3.3897637701616196e-06,4.971301294041672e-06,7.140568957244632e-06,6.612265983550179e-06,8.220825004417939e-06
TDPDRE,5.059517230748595e-07,5.952564891456146e-07,,,5.365479197365511e-07,5.209183115158976e-07,,3.121124590807712e-07,3.3631719231045315e-07,4.2423092248281576e-07,3.999732879355795e-07,3.4659556696443346e-07,3.483508740158074e-07,5.103056796333592e-07,5.044418446508873e-07,3.7883564905574765e-07,4.225492118958059e-07,4.454788299169461e-07,3.4465956539391794e-07,3.5842174408246663e-07,4.721182506338615e-07,4.4672607571473115e-07,3.5881311073663806e-07,4.879108064347346e-07,3.0733647449366363e-07,8.318293607146402e-07,9.549608376772391e-07,1.1736487816410543e-06,1.0053305182818823e-06,1.0250053885280516e-06
WCOS,1.0297993426193808e-06,1.0593153470640088e-06,1.0573801397873534e-06,1.0259793432821743e-06,1.01141152617554e-06,9.78822194051622e-07,9.841116639386848e-07,5.7009187901338e-07,6.293307035508651e-07,9.373290245733191e-07,9.510578054834033e-07,5.960747667291055e-07,8.836281111785956e-07,8.487529109255798e-07,6.403821345216221e-07,8.579643150630346e-07,8.184901554977535e-07,7.923774566706864e-07,5.978276825196322e-07,9.684944012219782e-07,9.416574085588321e-07,9.542783370451636e-07,1.599829384514982e-06,7.203998552066046e-07,1.09057928364638e-06,1.3344191408137162e-06,1.1874866059829892e-06,1.266135767606423e-06,1.1590561668804684e-06,1.1484891010193545e-06
METS,7.046126682617288e-05,6.759326845758525e-05,8.719386086666988e-05,0.00011289273980231262,0.00013566066432433218,0.00016500431920492636,0.0001844244491344806,1.1238379107849563e-05,2.0067724143876766e-05,2.6547584234348114e-05,3.8097007177209407e-05,2.7817675080979326e-05,3.7524637132295946e-05,3.906474272428833e-05,3.7418530216525e-05,4.605233702754861e-05,5.490915410154149e-05,5.078336674722897e-05,5.0895471164431e-05,5.4303392160942525e-05,5.913915491888662e-05,9.139730602317489e-05,4.4211861652864626e-05,6.604014968289e-05,5.4645205283929595e-05,3.16307001582398e-05,5.462327684927014e-05,9.436928231140047e-05,0.00014479295559065772,0.00011859327441077929
G1SAT_reverse,5.151980562196139e-06,5.172768127522376e-06,5.399682656966547e-06,5.475843339751312e-06,5.4660190779174725e-06,5.298606223180066e-06,5.123816162859784e-06,3.0507569366899686e-06,3.497606870426441e-06,3.964345984077288e-06,3.363893055087568e-06,3.6500616325936233e-06,4.338052260537984e-06,4.3246717480602e-06,4.034286524990209e-06,4.209925184943973e-06,4.84280013130275e-06,3.9022283436974305e-06,3.974537413185452e-06,4.6192091484639965e-06,4.743203990237606e-06,5.1548641976874e-06,4.518798856561286e-06,4.565598044059922e-06,5.114726670707886e-06,5.944175824321561e-06,6.349749875943363e-06,6.906282011295363e-06,7.0354518116071714e-06,7.722462050663308e-06
KDOCT2,1.2722988944815654e-06,1.3852059270573584e-06,1.3163875139049206e-06,1.5715038660724774e-06,1.387831853803898e-06,1.3378288511605598e-06,1.6127837602821109e-06,5.122775813321474e-07,4.7377613970708624e-07,7.243028056623473e-07,6.349428269591069e-07,5.210360192748857e-07,9.153293087619376e-07,7.047285974454557e-07,9.171386213603206e-07,8.226639387403748e-07,7.7589024171783e-07,6.362540142673957e-07,6.356139686577985e-07,1.04231416665898e-06,7.891843333073261e-07,9.66769586931289e-07,1.1365477842071493e-06,9.345291370383145e-07,9.367506323284703e-07,1.8127046694322302e-06,1.9652729727222183e-06,2.063647323953065e-06,2.0417080824509423e-06,2.2835429325867212e-06
PROD2,,,,,,,,2.5220593532678704e-07,2.606929984417668e-07,1.7586730599276885e-07,2.5634432856039743e-07,3.157959246033692e-07,2.415329339683185e-07,2.440290912583454e-07,2.225754071742936e-07,3.309938441483779e-07,2.561903539668694e-07,2.1675446062876562e-07,3.158521987341278e-07,2.812473545625716e-07,2.978581544568981e-07,2.2744705643715559e-07,3.0653593134247136e-07,2.3123106474078474e-07,1.9036928814029803e-07,,,,,
PE120abcpp,2.7946774067961086e-07,2.9335554296290393e-07,2.84607669414263e-07,3.087638300289294e-07,2.8595354510068743e-07,2.8327742275840593e-07,3.422109212519997e-07,3.361863008545872e-07,3.321319762070356e-07,1.5482880382584518e-07,1.7869936636351688e-07,3.1843769106864765e-07,2.3577639904207358e-07,1.8053556653980368e-07,1.9441216778070082e-07,3.031453426968781e-07,2.2355901061508902e-07,2.4625990426694085e-07,2.8349067644748044e-07,1.6046285196506343e-07,2.530937621249562e-07,2.6853529542428365e-07,1.4055073461296348e-07,2.9039031377018696e-07,1.1380956200688387e-07,3.46599760244537e-07,3.459959279096163e-07,3.1449600777124805e-07,3.074512971971721e-07,2.499362672959662e-07
GLYCDx,,,,,,,,1.9627199272359743e-07,1.5226445176247967e-07,1.1671359535460037e-07,1.2323867908003065e-07,1.1011553552097299e-07,8.542214764679531e-08,8.019400563515036e-08,,6.508866994422959e-08,6.770241330930141e-08,,8.763799532540057e-08,7.55511843184951e-08,,9.486262679477533e-08,6.218648705199667e-08,,7.274355981092814e-08,3.327116165413587e-07,,,,
