,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b0048,4.980122798475396e-06,5.867961185867338e-06,2.842159092991038e-06,1.3181969250282694e-06,,,,,,,,,,,2.2732948735974218e-07,,,3.4840123818644197e-07,,6.545777139920698e-07,,,,,,,,9.010939614661798e-07,7.920896451726653e-07,4.5109983160990907e-07,3.745163612543608e-07,3.966121961532937e-07,3.8715278981008736e-07,3.7374705563535124e-07,5.711046223680891e-07,6.252477796074557e-07,4.494026053373703e-07,4.690647937586071e-07,5.66721806003789e-07,4.4155239491083225e-07,3.635714145452477e-07,4.0206792838677753e-07,3.9440279271349974e-07,5.223291441744446e-07,4.2747413676090835e-07,4.4896430082371143e-07,3.9039719192865784e-07,4.175668327181451e-07,4.207636757530718e-07,1.1590664146877192e-06,4.5996416591898164e-07,6.694117169049099e-07,4.6629659456813705e-07,1.992948621406088e-06,2.136861994562211e-06,1.5868210568106094e-06,1.3611387216339615e-06,1.2124450091597154e-06
b0049,1.9594579212138812e-07,2.323229952934688e-07,8.388670665979006e-08,,,4.548061787584668e-07,,,,3.1320363071992344e-07,3.770036177985858e-07,3.812495639902198e-07,,2.9887852686486414e-07,3.678199110514846e-07,,,,2.9375539298339087e-07,4.435082434179195e-07,,3.7112720678381013e-07,,3.3980626397958875e-07,,2.9336626423848587e-07,,5.5539994972402404e-08,7.283727539982104e-08,1.0826607829632523e-07,1.0088064249277727e-07,8.1831576610307e-08,1.1044005893768767e-07,8.298501325057332e-08,9.135983227351646e-08,8.954469008667977e-08,7.787798815693603e-08,7.891689135462953e-08,7.786158737851807e-08,7.673702589618451e-08,7.039098749401971e-08,1.1320954499097489e-07,7.55511843184951e-08,1.0129429162975917e-07,1.0278545291527205e-07,5.264833167932729e-08,1.0121283600434153e-07,7.447265464023154e-08,8.301273154278367e-08,8.353276730692828e-08,7.308798001878196e-08,1.0780541939116236e-07,9.36101695057832e-08,4.78285528618514e-07,4.5946608751348256e-07,4.0698299373661666e-07,3.5580820335207914e-07,3.525877642325016e-07
b0050,3.131749153046882e-07,1.5171643601407465e-06,3.035832185767109e-07,1.3005963293948276e-07,,,,,,,,,,,,,,,,,,,,,,,,6.752229286848696e-08,6.129527191461625e-08,,,,,,,,,,,,,5.4611837220435226e-08,,,9.720395380124308e-08,,,,,,,,,,,,,
b0051,1.3082288763985542e-06,2.0357418614067693e-06,8.485644496135342e-07,5.51874492836751e-07,7.11683469145493e-07,7.471993841720123e-07,8.385012664299094e-07,,,,8.015679901172283e-07,,8.416978877206789e-07,1.1044106185128388e-06,6.842853164266989e-07,,9.428359147572482e-07,1.0743431414510378e-06,1.0103930665519342e-06,8.81362439744821e-07,,6.726655537582853e-07,,7.82792121055323e-07,,8.255733311240274e-07,,3.2584931365179007e-07,2.7751127725734923e-07,1.7693876445639653e-07,1.4766797164889987e-07,1.6819417262669392e-07,2.4253932119318654e-07,1.6326536083431394e-07,2.80822291227165e-07,2.61819164642823e-07,2.8604021395182163e-07,2.271861542550286e-07,3.2698054626156124e-07,2.2554128848225324e-07,1.9368277558147224e-07,2.816261024428982e-07,2.771713059457227e-07,4.4762969804691886e-07,3.0289507653578166e-07,3.031741514914831e-07,4.125005623540305e-07,3.3007823663628745e-07,3.507714342947384e-07,4.186229261875834e-07,4.412520252012824e-07,5.287755534297671e-07,5.34516260694223e-07,1.2061550890042905e-06,1.170830897411424e-06,1.1839139313347079e-06,1.098572294665902e-06,1.6289886815325782e-06
b0052,7.571160065176683e-07,8.000562083032374e-07,6.091891010549004e-07,3.218278419094566e-07,,,,,,,,,,,,,,,,,,,,,,,,3.3500114747793336e-07,2.3731868746418378e-07,2.134335432950306e-07,2.3473498180033997e-07,2.941064204438886e-07,3.106236047538212e-07,2.2312443431344144e-07,3.5126939696792453e-07,3.029859491561239e-07,2.77029537636143e-07,3.390987183639179e-07,3.164401649101976e-07,2.541890157355979e-07,2.1439040862847724e-07,4.792964247467192e-07,3.435784342963312e-07,3.260127629854065e-07,4.073807399504041e-07,2.7019457013601165e-07,3.117942971004615e-07,2.0221673971680888e-07,1.5739725622829512e-07,2.087530889807774e-07,1.8543219930546435e-07,2.090423440745616e-07,1.3969393313993342e-07,,,,,
b0053,5.541086751468996e-06,9.14546624432971e-06,3.4672651612309126e-06,1.8480467713088556e-06,6.7343113662890246e-06,6.669345707726132e-06,8.318357449927058e-06,8.02966086271827e-06,7.585303744484969e-06,6.124465747906855e-06,5.918915090467109e-06,6.74670902655915e-06,5.7761392817606594e-06,5.2981839841802315e-06,6.420271479961885e-06,6.807229729489246e-06,5.702823875406757e-06,5.4599475991728426e-06,5.471187663166054e-06,5.993859059626642e-06,5.591283205791708e-06,5.3125584333244035e-06,5.332574652036998e-06,7.154440063996612e-06,4.832022790697728e-06,5.078849388851006e-06,3.6344476734303066e-06,2.495462922463299e-06,2.126024462134414e-06,2.147100660381526e-06,2.1278557965796663e-06,2.6959565466175288e-06,1.9680558521788097e-06,2.0603681789120366e-06,2.4289558227078976e-06,2.2294052431204657e-06,2.318318292076724e-06,2.1738156115779363e-06,2.476551229195988e-06,2.261931529347245e-06,1.9256415186312457e-06,2.734090770011445e-06,2.2340714255268527e-06,2.75337268234615e-06,2.0904345697164157e-06,2.394589602954486e-06,2.370666685156745e-06,2.570648434721145e-06,1.9801947955072097e-06,2.3827202914831545e-06,2.7667440561113817e-06,2.988559526938706e-06,2.457200587983885e-06,1.0134570951226913e-05,9.015317399089974e-06,7.670884705388822e-06,6.840263009344023e-06,7.2314960430114556e-06
b0054,3.270453322528396e-06,6.33936489531534e-06,2.547689388430771e-06,1.4021046942162015e-06,1.4945638470398625e-06,1.4401950139676426e-06,1.4562429733477238e-06,1.5257023417103578e-06,1.4578297012890594e-06,1.4183422015146554e-06,1.4002062624165285e-06,1.2599175897836386e-06,1.3478119094961158e-06,1.2815772149745115e-06,1.251960579130373e-06,1.2277624861732477e-06,1.2721692094663455e-06,1.2700503567847585e-06,1.2805749900509679e-06,1.1608613774169835e-06,1.1810063108375617e-06,1.19447912489592e-06,1.1627823097128013e-06,1.054282783121604e-06,1.156121650450249e-06,1.108583479699813e-06,1.1024867073556196e-06,1.223703966237926e-06,1.225465143881445e-06,8.152266198917525e-07,8.200362442632305e-07,8.477787767134589e-07,6.45663038702266e-07,7.57243487511611e-07,7.162055324495564e-07,6.987853658025343e-07,6.58910581491091e-07,9.988777324076242e-07,6.926155109328249e-07,6.582306140831684e-07,6.99326884789776e-07,1.0518369705071937e-06,7.781645735511551e-07,9.274531564386467e-07,1.0423320791623402e-06,6.050563193834736e-07,9.062888445153518e-07,7.65424576993767e-07,6.66020811033755e-07,9.50523537137723e-07,7.693390188402807e-07,1.0733272236130013e-06,7.844857664673409e-07,3.951076244831743e-07,3.3215810356768135e-07,3.124329139602687e-07,2.729322153841999e-07,1.606697204501752e-07
b0055,7.688831027110893e-07,1.7011445417583884e-06,5.075391852141087e-07,4.1018218815481394e-07,,,,,,,,,,,,,,,,,,,,,,,,,8.041662918710811e-08,1.127153691852153e-07,1.0216281852446002e-07,6.791975320772003e-08,,9.74937624090869e-08,,5.111179212912253e-08,5.517576471223941e-08,,7.193381414113274e-08,,1.3546944763000022e-07,,5.60546862883463e-08,,,7.792701079045411e-08,8.481682937100557e-08,,,,,,,,,,,
b0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1926661661811415e-07,1.6793424718126182e-07,2.944650312762793e-07,1.5148176939019826e-07,1.370218084640923e-07,2.6667164818950026e-07,1.1370162866558593e-07,1.9519553792567597e-07,1.598517382755441e-07,1.452923541245491e-07,2.1172252450442563e-07,,1.3670404905827692e-07,2.1635521773326983e-07,,2.0933917362350962e-07,2.2241844623319773e-07,,2.466999556261978e-07,,,,,4.523933435423502e-07,,,,,,
b0059,9.774996251606804e-07,2.4880029323357187e-06,7.245978371508819e-07,4.799400272249546e-07,2.672583135473214e-07,3.056853047807961e-07,2.625184695377529e-07,3.206543554452961e-07,2.60367619956353e-07,3.2001307995135915e-07,3.3195276851031124e-07,2.9973585991803593e-07,3.167107417846516e-07,3.859801064195687e-07,3.2632506959743695e-07,4.0441930480904345e-07,4.116091984194304e-07,3.956096976640799e-07,4.2840293340697635e-07,3.736300030175057e-07,3.4385985574385027e-07,4.2449137672142355e-07,3.337636243784803e-07,4.768325849883467e-07,4.637707567957011e-07,5.248367156077961e-07,6.107577794943794e-07,2.5134520941078146e-07,2.4895503975171996e-07,2.3350832004371322e-07,1.826979885144974e-07,1.0614880638766034e-07,1.4275384004921e-07,1.7873856441665932e-07,1.0824700990680141e-07,1.2193530254060043e-07,1.1807496626648904e-07,1.9236592450911877e-07,1.408179700250897e-07,1.4413447337976837e-07,1.9766717110000167e-07,1.0040425951326383e-07,1.5582769933439903e-07,1.487787592819814e-07,1.7810993018952149e-07,1.6292593180971035e-07,1.7122091376109828e-07,1.295220358405108e-07,1.3564905772479187e-07,2.4343797505977874e-07,3.688777949873713e-07,6.332263487380363e-07,4.4891564089094434e-07,4.713917761281683e-07,4.124174847509038e-07,4.932806982690472e-07,4.922743110441791e-07,5.563811772682704e-07
b0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43665808083055e-07,,,,
b0068,,,,,1.931677542300663e-06,1.741804296160255e-06,2.352619368514995e-06,2.096431318927192e-06,2.069175345716254e-06,2.1333286037169377e-06,2.2204592309869034e-06,1.949502485935379e-06,2.092642530851599e-06,2.0350028703046752e-06,2.5905736576395695e-06,2.4888122767803035e-06,2.102857811639409e-06,2.4865394518168132e-06,2.144426647704604e-06,2.6478178708781425e-06,3.023019638227133e-06,2.5343552527667695e-06,2.5685143646517254e-06,5.075886418202766e-06,2.3807601864676854e-06,2.414014796132524e-06,7.87718295858646e-07,,,,,,,,6.59586187178483e-08,,5.28743365623475e-08,,5.1634526366806724e-08,,,,,,,,,,,5.691474488417948e-08,,9.585310491400053e-08,6.765415036899286e-08,3.1991037104103783e-06,3.529148400805837e-06,4.108827442329801e-06,4.434091793407137e-06,5.119038938652293e-06
b0071,1.4911567781308765e-06,1.6036946448103154e-06,7.704964339959973e-06,3.6955580003288126e-06,3.427666163305038e-05,3.68001003344393e-05,1.4527659108421499e-05,1.4629185640101998e-05,1.574374940556713e-05,3.5894860531320666e-05,3.531401368229283e-05,1.555607674997951e-05,3.4542991706009585e-05,3.250878157477327e-05,1.5132664268585193e-05,1.4867910881212132e-05,2.9805983808866343e-05,2.8952362923818734e-05,2.8769211823433914e-05,1.575237643262591e-05,1.4680797501098974e-05,1.4518716235493299e-05,1.3188113915471557e-05,1.1013329492428814e-05,1.1054608519830084e-05,1.1739352889991723e-05,9.349743622493673e-06,4.808643958822382e-07,4.676241139550687e-07,1.7840411722355294e-05,1.3157617861126897e-05,1.1895770225240559e-05,1.4551965467894505e-05,1.1728730248218853e-05,7.3494244980214876e-06,9.679424404471507e-06,1.2278158186930189e-05,1.1840952346820887e-05,9.896045742714734e-06,1.0416508045029989e-05,7.548222189908147e-06,6.953324121237135e-06,1.018483710741093e-05,9.06932070455511e-06,2.8945997882222816e-06,9.350459304781114e-06,4.314125370495365e-06,1.0881259952717722e-05,1.3080688529327659e-05,1.1706411815951432e-06,2.439477874747984e-07,5.412674228293524e-07,3.9355280238530494e-07,3.7703089715009545e-05,5.168920521452875e-05,4.084362168893261e-05,3.505125937748238e-05,3.366722534648267e-05
b0072,1.8841794588128017e-06,1.9131193108160446e-06,1.1042151203836175e-05,4.928427256846551e-06,2.4771231914411863e-05,2.5189257282557247e-05,1.0290773462078835e-05,1.0793651726566575e-05,1.070274838717557e-05,2.512362539471253e-05,2.5656763619224714e-05,1.0699771667758698e-05,2.4606956057766942e-05,2.365566204985455e-05,1.0908803604968525e-05,1.0387121010434922e-05,2.1415117141440822e-05,2.0431261263343352e-05,2.020010945136658e-05,1.135714797667974e-05,9.859933626646085e-06,1.033812277413925e-05,8.624517319397976e-06,7.859750220926866e-06,6.812217696194439e-06,8.249647450680263e-06,6.635183848884099e-06,7.160445104935773e-07,5.340142211955792e-07,9.566584540223457e-06,7.474433080694469e-06,5.188199371495377e-06,7.769943837492242e-06,6.494761888486634e-06,4.248222136846268e-06,5.825040576315663e-06,5.466515972101766e-06,6.917548554689486e-06,5.565092629150716e-06,3.951194419089208e-06,4.0897294676601185e-06,2.90817051005492e-06,4.11441036644195e-06,4.896357338341909e-06,1.9071209649682755e-06,4.3793314085383235e-06,2.0323956234825747e-06,7.003079689207251e-06,7.668969158179455e-06,9.386728677273983e-07,8.557979118703111e-07,6.560518678475133e-07,5.588796028008325e-07,2.2678030363897857e-05,2.7618888444387275e-05,2.4245931340880948e-05,1.9178721344309356e-05,1.7173545118121124e-05
b0073,1.5001408668491253e-05,1.008639675642561e-05,1.656974400178854e-05,8.915171055549001e-06,2.3478606410107433e-05,2.4606406082430043e-05,1.0099543149105798e-05,9.950468374793783e-06,1.0408202751376758e-05,2.4257621218450706e-05,2.300398510190807e-05,9.79774543345196e-06,2.1999977847547313e-05,1.9333716333360175e-05,1.0155236611236745e-05,9.169865067564041e-06,1.896061759050573e-05,1.708882642250177e-05,1.717744783243491e-05,9.929311896387645e-06,9.356777323515566e-06,8.806776272917249e-06,7.490899581846042e-06,6.798150705406767e-06,6.68376745094349e-06,7.206095616558282e-06,6.0866333172241875e-06,4.542360189042467e-06,5.220728077805049e-06,1.829005494087658e-05,1.5226856440258125e-05,1.7488277695197044e-05,1.5851189497215934e-05,1.2967362291625656e-05,6.008494031862875e-06,8.83100827667236e-06,8.587233039726824e-06,8.207971288499709e-06,9.590450924981619e-06,8.160713952925312e-06,1.0204317514187539e-05,2.204482198266666e-05,1.2472348055290544e-05,8.129110526956163e-06,8.041926966553514e-06,8.54159257257767e-06,1.0611796058407145e-05,6.006035092410114e-06,6.726760440660033e-06,9.872973993101191e-07,2.718554048452513e-07,6.956387779166212e-07,2.6604631086762605e-07,2.000572004634463e-05,2.803684105887495e-05,2.4247994434691924e-05,1.7603373101862242e-05,1.6335979350224735e-05
b0074,7.714868285630286e-06,4.485620136480804e-06,9.912160202596924e-06,5.383628619309475e-06,2.7887097745710993e-05,2.8888250739790203e-05,1.0928459174993227e-05,1.163775812229709e-05,1.0787674843083977e-05,2.7912271969247524e-05,2.737045320007811e-05,9.932411377606266e-06,2.37498763304732e-05,2.190549109240058e-05,1.0553496892403582e-05,9.243156438931404e-06,1.9637421434062698e-05,1.7745490752056516e-05,1.7820863737391e-05,1.0334091496391572e-05,8.562268106511954e-06,8.491682075745016e-06,7.087779852025881e-06,5.91820621584616e-06,5.774945505710039e-06,6.748046761517924e-06,4.96080711358995e-06,5.7710017426024014e-06,4.5917360622625524e-06,1.3326579631701974e-05,9.17007459459405e-06,9.727688823902203e-06,9.283112664030717e-06,8.024365638283393e-06,4.212314240662978e-06,5.778584315640162e-06,6.764248397843364e-06,6.089122857028112e-06,6.444309104694482e-06,6.353829556276899e-06,6.9213065494950264e-06,1.1382492011843894e-05,9.48000533773636e-06,4.803833498759854e-06,3.790335939885079e-06,6.476118791809745e-06,7.990056023475868e-06,2.2055311495390375e-06,2.8930079087748352e-06,1.1739125969866854e-06,1.0551601282008399e-07,1.038045023468445e-06,1.1714254968360249e-07,2.534334629023825e-05,3.0414531516348072e-05,2.2630377928800358e-05,1.658943797280774e-05,1.2947121328565496e-05
b0077,3.6369354924219807e-06,5.298062717771595e-06,3.1069212856909462e-06,2.149063269249436e-06,2.619976401689908e-06,2.5713718391428594e-06,1.909373575051831e-06,2.2936716812089476e-06,1.8657372690537794e-06,2.5633991391467436e-06,2.491109104465559e-06,1.9268312154030168e-06,2.441544090175274e-06,2.4586884353338868e-06,2.0061690810438885e-06,1.880006472890913e-06,2.5026587757559246e-06,2.497668403999625e-06,2.500961683812294e-06,2.0183890762967328e-06,2.033643740436607e-06,1.7904198862808632e-06,2.001912018680389e-06,1.754286043147468e-06,1.8384963922837282e-06,1.8478697812460073e-06,1.7973044756925153e-06,6.987786796669359e-07,7.805790912882374e-07,7.512415794896191e-07,8.688073174683715e-07,6.336368796572714e-07,6.725292020096115e-07,8.666880982160054e-07,9.30002434500513e-07,6.79945321494474e-07,5.948996731186731e-07,7.80641510343215e-07,8.990392542154075e-07,6.917577945479942e-07,8.456832722873073e-07,6.651534203070181e-07,8.085906532707304e-07,7.808182854349931e-07,7.277072675653839e-07,7.538044311671721e-07,6.838536278511557e-07,9.970613699175505e-07,8.842419505277299e-07,1.4007964218723956e-07,6.683077339608022e-08,1.3335217202242682e-07,6.990467225946604e-08,3.989369278737971e-06,4.738775525735922e-06,3.934118620092718e-06,3.5669885604608735e-06,3.729570416638298e-06
b0078,5.002507088832388e-06,7.6270822880941015e-06,3.75357274801969e-06,2.413727218180159e-06,6.215246280185035e-06,5.534515551178138e-06,4.215823979092267e-06,4.830607665914953e-06,3.5360658421267795e-06,5.943323714129254e-06,6.296337216730992e-06,4.114128371844536e-06,5.420133812085442e-06,5.358991024929384e-06,4.26759172642857e-06,4.103397933571333e-06,5.599852592155527e-06,5.610777295126492e-06,5.8397076812488375e-06,4.152742959514905e-06,4.043369821652781e-06,4.014698086124839e-06,3.887259474399889e-06,3.495092215948022e-06,3.581152855551011e-06,3.6306536790001106e-06,3.480588914666143e-06,2.5106845292394275e-06,1.977110602454728e-06,1.8938088862068552e-06,1.9982592493773145e-06,2.9295886578023826e-06,1.9729783983874034e-06,1.7930465723064756e-06,2.6874765730319888e-06,1.8985653483311844e-06,2.732887417111492e-06,2.7867515255939124e-06,2.375817204888652e-06,3.033342585499848e-06,2.0157487168131996e-06,2.529711199541837e-06,3.287351245101957e-06,2.715881214602829e-06,2.738901723706015e-06,3.283066324584568e-06,2.422927900944772e-06,2.2446963857068166e-06,1.929335282928429e-06,5.991682688003246e-07,1.3356638015151103e-07,5.150990090918174e-07,1.209972897421565e-07,5.192052331816467e-06,4.785824128498501e-06,4.770678000764238e-06,4.280366144808551e-06,5.014877860878456e-06
b0080,1.5428318458692674e-06,1.3801045137247168e-06,1.4647952373000431e-06,4.5003746939589394e-07,7.778519451574332e-07,9.992587673180623e-07,1.0799443346745943e-06,1.121075556809079e-06,8.960488416586271e-07,1.0572184986536473e-06,8.470824055613674e-07,9.973596287295868e-07,7.249711464206084e-07,7.162933413929491e-07,1.0789738310859393e-06,7.556503019417272e-07,,4.6246788114354146e-07,,,6.626231198258918e-07,6.896039238209038e-07,,,5.328711866564577e-07,4.741880420003472e-07,4.361361724966345e-07,2.6823364502809746e-07,2.8056188853273035e-07,9.341392156722076e-07,7.15526801680785e-07,5.456576887774088e-07,5.652614506285729e-07,6.774034343387502e-07,6.454766382858339e-07,6.019899331114906e-07,6.24681713668546e-07,4.159989940961974e-07,4.815600991721566e-07,5.542944486057979e-07,5.400445944598323e-07,1.651701470491234e-07,3.2097981077017355e-07,2.626883273924802e-07,2.1355674302446248e-07,4.7148901489381433e-07,2.582497687438103e-07,1.551513638338157e-07,2.4959256047255796e-07,3.101406896897371e-07,1.886440734273835e-07,4.3522142166348384e-07,1.9907308763472514e-07,2.0795985614672222e-06,2.15623494864092e-06,1.6587274240274272e-06,1.1711328135788844e-06,8.881367259460046e-07
b0081,9.808846883482584e-07,2.5755967022973306e-06,4.275028479918481e-07,2.3630121303930264e-07,,,,,,,,,,,,,,,,,,,,,,,,6.539629985595331e-07,2.0637228029949298e-07,2.959837796085447e-07,2.3650099784397852e-07,3.6054619243856744e-07,3.3584891932496893e-07,2.2079716385593426e-07,3.269953371041086e-07,2.927239691860133e-07,1.8432879190363192e-07,2.3953552420903847e-07,2.596212195061921e-07,1.8947907959115006e-07,2.5507613751486913e-07,2.429036405828341e-07,2.7727951962581606e-07,2.61713832720513e-07,3.092837462909164e-07,2.003424568423869e-07,2.8908304177416197e-07,8.037679302612376e-08,8.874117859958876e-08,1.4333791936435785e-07,,9.973555446448192e-08,,,,,,
b0082,2.4938552905214197e-06,3.861340051908077e-06,1.6928446754939482e-06,9.773439926153403e-07,7.90808277475769e-07,7.414729168056636e-07,7.280389807563654e-07,9.343421790957702e-07,7.840081143986495e-07,6.13751822913776e-07,8.123580245194167e-07,6.391461370263371e-07,6.750850969454401e-07,7.02563884684481e-07,6.227136408263624e-07,6.972196394187263e-07,7.220538107321823e-07,6.838803579690595e-07,6.957230901854381e-07,5.397956136633636e-07,5.681995230063001e-07,5.527705793835717e-07,5.714092622058327e-07,5.510246983835634e-07,,5.328782015613646e-07,4.5880876182347243e-07,6.614480035444889e-07,6.975206956358509e-07,4.3814921705831807e-07,3.934586977224292e-07,6.869845101519709e-07,6.742356846952572e-07,3.873542495715872e-07,8.660968457213955e-07,5.95392945987848e-07,6.897068107171872e-07,5.409139275034765e-07,6.333758992871863e-07,7.035752202945502e-07,4.3459840883565246e-07,6.41328375073136e-07,8.088972586976615e-07,6.617881907754302e-07,7.746090339666553e-07,7.464265248227006e-07,9.391484005487931e-07,5.580417161893026e-07,6.575489637735667e-07,5.036797263676797e-07,4.866465127910727e-07,5.840447446136598e-07,5.263566761990205e-07,1.0190173845400871e-06,1.212394689798472e-06,8.139659874732333e-07,7.876489615429353e-07,8.65794929553935e-07
b0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.598575887906949e-08,,9.74585388562165e-08,6.593024969213943e-08,5.843287065318817e-08,5.658047260421965e-08,7.397327310061901e-08,5.7771963609372894e-08,,,,1.0405831288115714e-07,,,,5.613963402721958e-08,8.973619421739611e-08,,6.315496190099502e-08,8.706774324236735e-08,6.856590026308199e-08,,,,,
b0084,2.4434530004224533e-07,2.74736725194243e-07,3.8680992060031425e-07,1.9152566908052293e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0085,2.282805400561476e-06,4.150979079829314e-06,2.5074572594737318e-06,1.636037241947599e-06,4.2419706522493076e-07,3.981024874474658e-07,4.2248066246710333e-07,,4.479515168684318e-07,4.5692127055690515e-07,3.5203702609735625e-07,3.760992873109002e-07,4.242346614473928e-07,4.3106612668905763e-07,5.160413377280273e-07,4.41312008914619e-07,4.60467557468477e-07,4.910070121601365e-07,4.953892702542706e-07,4.0116330000368494e-07,,4.0981501143897674e-07,,4.1259756311997483e-07,,3.956419759246013e-07,4.440221961923889e-07,7.296307380292955e-07,6.042411797308989e-07,5.36536810226334e-07,5.35973773244e-07,6.870528169771882e-07,1.1138737560805254e-06,5.818176143768089e-07,1.0115197997148205e-06,7.837537675241647e-07,6.850454435322366e-07,6.60028690263616e-07,7.158882155078972e-07,7.556671953999332e-07,6.308813298494044e-07,7.442215492285465e-07,8.324878409580081e-07,9.070419225821692e-07,1.0039657129446765e-06,7.389466197730061e-07,1.0122634455769545e-06,6.332859343685996e-07,9.47965593593877e-07,7.293022826686989e-07,6.110174162898301e-07,8.213668042961089e-07,7.949074139909165e-07,4.5750363242499e-07,7.584134126605201e-07,5.508460475314964e-07,5.94221336923307e-07,7.229885823451668e-07
b0086,1.3192922518728164e-06,1.504799108083919e-06,9.920740264752285e-07,7.378965849090527e-07,1.546271627523815e-07,2.1023075348216006e-07,1.8147265144651197e-07,,1.8318514009320045e-07,2.0368355586265982e-07,2.0151690114701758e-07,,2.649719687013671e-07,2.4558472095270685e-07,1.9231664032790022e-07,1.9773368529860679e-07,,2.389831142110301e-07,,1.8351521882615336e-07,,1.8954325000869942e-07,1.9451737447000048e-07,1.8210536993682404e-07,1.688455114775296e-07,2.1216772430247526e-07,,6.701595429597524e-07,6.294008603525986e-07,5.053652901297648e-07,5.608431498585264e-07,5.415820482061109e-07,1.1135455863332856e-06,5.695942028747665e-07,9.979738276680973e-07,9.65022332633262e-07,5.123603177767868e-07,6.45566675371906e-07,9.046430012629683e-07,6.416099765815608e-07,7.80249396588641e-07,8.026208652522484e-07,7.682810574359643e-07,9.399266882398278e-07,9.56136558998305e-07,5.282852939188814e-07,8.854350152752178e-07,6.521724679552888e-07,7.04840634637067e-07,8.721278116705257e-07,4.4206094164680267e-07,9.970036609997605e-07,6.850357811842274e-07,6.515854087407826e-07,6.14500039504397e-07,6.207396402985785e-07,7.289262669718879e-07,7.795475443827478e-07
b0087,5.047236128270703e-07,1.4075470596479635e-06,5.370455577824342e-07,3.25311753808103e-07,,,,,,,,,,,,,,,,,,,,,,,,9.607853037411628e-08,9.315371750184367e-08,5.1272780719590416e-08,5.344012932051438e-08,,,5.298209410919625e-08,6.67637284977427e-08,,,,,,6.397480128343011e-08,,,,5.164174718733886e-08,,6.67997963351977e-08,,,,,,,,,,,
